*Action(SiteID=AU|Country=AU|Currency=AUD|Version=1193|CC=UTF-8),Relationship,Relationship details,ItemID,*Category,*Title,Subtitle,CustomLabel,*ConditionID,CD:Card Condition - (ID: 40001),C:Card Condition,*C:Game,*C:Sport,PicURL,*Description,*Format,*Duration,ScheduleTime,*StartPrice,BuyItNowPrice,*Quantity,*DispatchTimeMax,ShippingProfileName,*C:Set,*C:Rarity,*C:Speciality,*C:Finish,*C:Card Type,*C:Card Name,*C:Illustrator,*C:Manufacturer,*C:Graded,*C:Attribute/MTG:Colour,*C:Card Size,*C:Character,*C:Language,*C:Stage,*C:Country/Region of Manufacture,*C:Country of Origin,*C:Age Level,*C:Card Number,*C:Year Manufactured,*C:Autographed,C:Player/Athlete,C:Signed By,C:Season,C:Parallel/Variety,C:Features,C:League,C:Team,C:Autograph Authentication,C:Autograph Authentication Number,C:Autograph Format,*C:Material,PostalCode,WeightMajor,WeightMinor,PackageLength,PackageWidth,PackageDepth,WeightUnit,BestOfferEnabled,MinimumBestOfferPrice,BestOfferAutoAcceptPrice,StoreCategory,Storecategory2,PaymentProfileName,ReturnProfileName,Location
Add,,Card=001 - Tropius;001 - Tropius (Reverse Holo);002 - Grubbin;002 - Grubbin (Reverse Holo);003 - Fomantis;003 - Fomantis (Reverse Holo);004 - Lurantis ex (Holo);005 - Poltchageist;005 - Poltchageist (Reverse Holo);006 - Sinistcha;006 - Sinistcha (Reverse Holo);007 - Heatran;007 - Heatran (Reverse Holo);008 - Mega Delphox ex (Holo);009 - Sizzlipede;009 - Sizzlipede (Reverse Holo);010 - Centiskorch;010 - Centiskorch (Reverse Holo);011 - Charcadet;011 - Charcadet (Reverse Holo);012 - Armarouge;012 - Armarouge (Reverse Holo);013 - Goldeen;013 - Goldeen (Reverse Holo);014 - Seaking;014 - Seaking (Reverse Holo);015 - Wailmer;015 - Wailmer (Reverse Holo);016 - Wailord ex (Holo);017 - Relicanth;017 - Relicanth (Reverse Holo);018 - Popplio;018 - Popplio (Reverse Holo);019 - Brionne;019 - Brionne (Reverse Holo);020 - Primarina;020 - Primarina (Reverse Holo);021 - Finizen;021 - Finizen (Reverse Holo);022 - Palafin;022 - Palafin (Reverse Holo);023 - Electrike;023 - Electrike (Reverse Holo);024 - Manectric;024 - Manectric (Reverse Holo);025 - Charjabug;025 - Charjabug (Reverse Holo);026 - Vikavolt;026 - Vikavolt (Reverse Holo);027 - Mega Zeraora ex (Holo);028 - Miraidon;028 - Miraidon (Reverse Holo);029 - Slowpoke;029 - Slowpoke (Reverse Holo);030 - Slowbro;030 - Slowbro (Reverse Holo);031 - Mega Slowbro ex (Holo);032 - Jynx;032 - Jynx (Reverse Holo);033 - Shuppet;033 - Shuppet (Reverse Holo);034 - Banette;034 - Banette (Reverse Holo);035 - Spiritomb;035 - Spiritomb (Reverse Holo);036 - Litwick;036 - Litwick (Reverse Holo);037 - Lampent;037 - Lampent (Reverse Holo);038 - Mega Chandelure ex (Holo);039 - Dhelmise;039 - Dhelmise (Reverse Holo);040 - Marshadow;040 - Marshadow (Reverse Holo);041 - Annihilape;041 - Annihilape (Reverse Holo);042 - Mankey;042 - Mankey (Reverse Holo);043 - Primeape;043 - Primeape (Reverse Holo);044 - Cranidos;044 - Cranidos (Reverse Holo);045 - Rampardos ex (Holo);046 - Drilbur;046 - Drilbur (Reverse Holo);047 - Koraidon;047 - Koraidon (Reverse Holo);048 - Mega Darkrai ex (Holo);049 - Vullaby;049 - Vullaby (Reverse Holo);050 - Mandibuzz;050 - Mandibuzz (Reverse Holo);051 - Inkay;051 - Inkay (Reverse Holo);052 - Malamar;052 - Malamar (Reverse Holo);053 - Nickit;053 - Nickit (Reverse Holo);054 - Thievul;054 - Thievul (Reverse Holo);055 - Morpeko ex (Holo);056 - Zarude;056 - Zarude (Reverse Holo);057 - Maschiff;057 - Maschiff (Reverse Holo);058 - Mabosstiff;058 - Mabosstiff (Reverse Holo);059 - Chi-Yu;059 - Chi-Yu (Reverse Holo);060 - Skarmory;060 - Skarmory (Reverse Holo);061 - Shieldon;061 - Shieldon (Reverse Holo);062 - Bastiodon;062 - Bastiodon (Reverse Holo);063 - Bronzor;063 - Bronzor (Reverse Holo);064 - Bronzong;064 - Bronzong (Reverse Holo);065 - Mega Excadrill ex (Holo);066 - Pikipek;066 - Pikipek (Reverse Holo);067 - Trumbeak;067 - Trumbeak (Reverse Holo);068 - Toucannon;068 - Toucannon (Reverse Holo);069 - Type: Null;069 - Type: Null (Reverse Holo);070 - Silvally;070 - Silvally (Reverse Holo);071 - Bombirdier;071 - Bombirdier (Reverse Holo);072 - Antique Armor Fossil;072 - Antique Armor Fossil (Reverse Holo);073 - Antique Skull Fossil;073 - Antique Skull Fossil (Reverse Holo);074 - Backtrack Badge;074 - Backtrack Badge (Reverse Holo);075 - Dark Bell;075 - Dark Bell (Reverse Holo);076 - Fossil Quarry;076 - Fossil Quarry (Reverse Holo);077 - Gladion's Final Battle;077 - Gladion's Final Battle (Reverse Holo);078 - Gwynn;078 - Gwynn (Reverse Holo);079 - Jett;079 - Jett (Reverse Holo);080 - Misty's Vitality;080 - Misty's Vitality (Reverse Holo);081 - Rust Syndicate Grunt;081 - Rust Syndicate Grunt (Reverse Holo);082 - Tremendous Bomb;082 - Tremendous Bomb (Reverse Holo);083 - Shadowy Darkness Energy;083 - Shadowy Darkness Energy (Reverse Holo);084 - Voltaic Lightning Energy;084 - Voltaic Lightning Energy (Reverse Holo);085 - Fomantis (Holo);086 - Armarouge (Holo);087 - Goldeen (Holo);088 - Primarina (Holo);089 - Manectric (Holo);090 - Slowbro (Holo);091 - Dhelmise (Holo);092 - Thievul (Holo);093 - Bastiodon (Holo);094 - Toucannon (Holo);095 - Silvally (Holo);096 - Lurantis ex (Holo);097 - Wailord ex (Holo);098 - Mega Zeraora ex (Holo);099 - Mega Chandelure ex (Holo);100 - Rampardos ex (Holo);101 - Mega Darkrai ex (Holo);102 - Morpeko ex (Holo);103 - Mega Excadrill ex (Holo);104 - Brave Bangle (Holo);105 - Crushing Hammer (Holo);106 - Dark Bell (Holo);107 - Energy Switch (Holo);108 - Gladion's Final Battle (Holo);109 - Gwynn (Holo);110 - Iron Defender (Holo);111 - Misty's Vitality (Holo);112 - Rust Syndicate Grunt (Holo);113 - Tremendous Bomb (Holo);114 - Mega Zeraora ex (Holo);115 - Mega Chandelure ex (Holo);116 - Mega Darkrai ex (Holo);117 - Morpeko ex (Holo);118 - Gladion's Final Battle (Holo);119 - Gwynn (Holo);120 - Mega Darkrai ex;120 - Mega Darkrai ex (Reverse Holo),,183454,"Pokemon TCG Pitch Black Bulk Singles - C, RH, HR",,me5,4000,Near Mint or Better: -(ID: 400010),Near Mint or Better:,Pokémon TCG,,https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/refs/heads/main/pitch-black-cover.png,{Perfect Order}Thanks for viewing my listing!,FixedPrice,GTC,,,,,,FREE POSTAGE,Pitch Black,,,,Pokemon,,,The Pokémon Company,No,,Standard,,English,,Australia,Australia,6+,,,,,,,,,,,,,,Card Stock,2830,0,1,,,,kg,,,,,,BUY IT NOW,30 DAY RETURN BP,AUS
Add,Variation,Card=045 - Rampardos ex (Holo);,,,,,ME5-045-H,,,,,,045 - Rampardos ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-045-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=046 - Drilbur;,,,,,ME5-046-N,,,,,,046 - Drilbur=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-046.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=046 - Drilbur (Reverse Holo);,,,,,ME5-046-RH,,,,,,046 - Drilbur (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-046-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=047 - Koraidon;,,,,,ME5-047-N,,,,,,047 - Koraidon=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-047.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=047 - Koraidon (Reverse Holo);,,,,,ME5-047-RH,,,,,,047 - Koraidon (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-047-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=048 - Mega Darkrai ex (Holo);,,,,,ME5-048-H,,,,,,048 - Mega Darkrai ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-048-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=049 - Vullaby;,,,,,ME5-049-N,,,,,,049 - Vullaby=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-049.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=049 - Vullaby (Reverse Holo);,,,,,ME5-049-RH,,,,,,049 - Vullaby (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-049-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=050 - Mandibuzz;,,,,,ME5-050-N,,,,,,050 - Mandibuzz=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-050.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=050 - Mandibuzz (Reverse Holo);,,,,,ME5-050-RH,,,,,,050 - Mandibuzz (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-050-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=051 - Inkay;,,,,,ME5-051-N,,,,,,051 - Inkay=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-051.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=051 - Inkay (Reverse Holo);,,,,,ME5-051-RH,,,,,,051 - Inkay (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-051-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=052 - Malamar;,,,,,ME5-052-N,,,,,,052 - Malamar=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-052.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=052 - Malamar (Reverse Holo);,,,,,ME5-052-RH,,,,,,052 - Malamar (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-052-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=053 - Nickit;,,,,,ME5-053-N,,,,,,053 - Nickit=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-053.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=053 - Nickit (Reverse Holo);,,,,,ME5-053-RH,,,,,,053 - Nickit (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-053-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=054 - Thievul;,,,,,ME5-054-N,,,,,,054 - Thievul=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-054.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=054 - Thievul (Reverse Holo);,,,,,ME5-054-RH,,,,,,054 - Thievul (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-054-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=055 - Morpeko ex (Holo);,,,,,ME5-055-H,,,,,,055 - Morpeko ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-055-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=056 - Zarude;,,,,,ME5-056-N,,,,,,056 - Zarude=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-056.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=056 - Zarude (Reverse Holo);,,,,,ME5-056-RH,,,,,,056 - Zarude (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-056-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=057 - Maschiff;,,,,,ME5-057-N,,,,,,057 - Maschiff=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-057.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=057 - Maschiff (Reverse Holo);,,,,,ME5-057-RH,,,,,,057 - Maschiff (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-057-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=058 - Mabosstiff;,,,,,ME5-058-N,,,,,,058 - Mabosstiff=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-058.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=058 - Mabosstiff (Reverse Holo);,,,,,ME5-058-RH,,,,,,058 - Mabosstiff (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-058-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=059 - Chi-Yu;,,,,,ME5-059-N,,,,,,059 - Chi-Yu=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-059.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=059 - Chi-Yu (Reverse Holo);,,,,,ME5-059-RH,,,,,,059 - Chi-Yu (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-059-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=060 - Skarmory;,,,,,ME5-060-N,,,,,,060 - Skarmory=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-060.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=060 - Skarmory (Reverse Holo);,,,,,ME5-060-RH,,,,,,060 - Skarmory (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-060-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=061 - Shieldon;,,,,,ME5-061-N,,,,,,061 - Shieldon=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-061.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=061 - Shieldon (Reverse Holo);,,,,,ME5-061-RH,,,,,,061 - Shieldon (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-061-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=062 - Bastiodon;,,,,,ME5-062-N,,,,,,062 - Bastiodon=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-062.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=062 - Bastiodon (Reverse Holo);,,,,,ME5-062-RH,,,,,,062 - Bastiodon (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-062-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=063 - Bronzor;,,,,,ME5-063-N,,,,,,063 - Bronzor=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-063.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=063 - Bronzor (Reverse Holo);,,,,,ME5-063-RH,,,,,,063 - Bronzor (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-063-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=064 - Bronzong;,,,,,ME5-064-N,,,,,,064 - Bronzong=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-064.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=064 - Bronzong (Reverse Holo);,,,,,ME5-064-RH,,,,,,064 - Bronzong (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-064-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=065 - Mega Excadrill ex (Holo);,,,,,ME5-065-H,,,,,,065 - Mega Excadrill ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-065-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=066 - Pikipek;,,,,,ME5-066-N,,,,,,066 - Pikipek=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-066.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=066 - Pikipek (Reverse Holo);,,,,,ME5-066-RH,,,,,,066 - Pikipek (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-066-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=067 - Trumbeak;,,,,,ME5-067-N,,,,,,067 - Trumbeak=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-067.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=067 - Trumbeak (Reverse Holo);,,,,,ME5-067-RH,,,,,,067 - Trumbeak (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-067-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=068 - Toucannon;,,,,,ME5-068-N,,,,,,068 - Toucannon=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-068.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=068 - Toucannon (Reverse Holo);,,,,,ME5-068-RH,,,,,,068 - Toucannon (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-068-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=069 - Type: Null;,,,,,ME5-069-N,,,,,,069 - Type: Null=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-069.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=069 - Type: Null (Reverse Holo);,,,,,ME5-069-RH,,,,,,069 - Type: Null (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-069-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=070 - Silvally;,,,,,ME5-070-N,,,,,,070 - Silvally=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-070.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=070 - Silvally (Reverse Holo);,,,,,ME5-070-RH,,,,,,070 - Silvally (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-070-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=071 - Bombirdier;,,,,,ME5-071-N,,,,,,071 - Bombirdier=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-071.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=071 - Bombirdier (Reverse Holo);,,,,,ME5-071-RH,,,,,,071 - Bombirdier (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-071-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=072 - Antique Armor Fossil;,,,,,ME5-072-N,,,,,,072 - Antique Armor Fossil=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-072.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=072 - Antique Armor Fossil (Reverse Holo);,,,,,ME5-072-RH,,,,,,072 - Antique Armor Fossil (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-072-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=073 - Antique Skull Fossil;,,,,,ME5-073-N,,,,,,073 - Antique Skull Fossil=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-073.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=073 - Antique Skull Fossil (Reverse Holo);,,,,,ME5-073-RH,,,,,,073 - Antique Skull Fossil (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-073-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=074 - Backtrack Badge;,,,,,ME5-074-N,,,,,,074 - Backtrack Badge=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-074.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=074 - Backtrack Badge (Reverse Holo);,,,,,ME5-074-RH,,,,,,074 - Backtrack Badge (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-074-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=075 - Dark Bell;,,,,,ME5-075-N,,,,,,075 - Dark Bell=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-075.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=075 - Dark Bell (Reverse Holo);,,,,,ME5-075-RH,,,,,,075 - Dark Bell (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-075-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=076 - Fossil Quarry;,,,,,ME5-076-N,,,,,,076 - Fossil Quarry=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-076.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=076 - Fossil Quarry (Reverse Holo);,,,,,ME5-076-RH,,,,,,076 - Fossil Quarry (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-076-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
