*Action(SiteID=AU|Country=AU|Currency=AUD|Version=1193|CC=UTF-8),Relationship,Relationship details,ItemID,*Category,*Title,Subtitle,CustomLabel,*ConditionID,CD:Card Condition - (ID: 40001),C:Card Condition,*C:Game,*C:Sport,PicURL,*Description,*Format,*Duration,ScheduleTime,*StartPrice,BuyItNowPrice,*Quantity,*DispatchTimeMax,ShippingProfileName,*C:Set,*C:Rarity,*C:Speciality,*C:Finish,*C:Card Type,*C:Card Name,*C:Illustrator,*C:Manufacturer,*C:Graded,*C:Attribute/MTG:Colour,*C:Card Size,*C:Character,*C:Language,*C:Stage,*C:Country/Region of Manufacture,*C:Country of Origin,*C:Age Level,*C:Card Number,*C:Year Manufactured,*C:Autographed,C:Player/Athlete,C:Signed By,C:Season,C:Parallel/Variety,C:Features,C:League,C:Team,C:Autograph Authentication,C:Autograph Authentication Number,C:Autograph Format,*C:Material,PostalCode,WeightMajor,WeightMinor,PackageLength,PackageWidth,PackageDepth,WeightUnit,BestOfferEnabled,MinimumBestOfferPrice,BestOfferAutoAcceptPrice,StoreCategory,Storecategory2,PaymentProfileName,ReturnProfileName,Location
Add,,Card=001 - Tropius;001 - Tropius (Reverse Holo);002 - Grubbin;002 - Grubbin (Reverse Holo);003 - Fomantis;003 - Fomantis (Reverse Holo);004 - Lurantis ex (Holo);005 - Poltchageist;005 - Poltchageist (Reverse Holo);006 - Sinistcha;006 - Sinistcha (Reverse Holo);007 - Heatran;007 - Heatran (Reverse Holo);008 - Mega Delphox ex (Holo);009 - Sizzlipede;009 - Sizzlipede (Reverse Holo);010 - Centiskorch;010 - Centiskorch (Reverse Holo);011 - Charcadet;011 - Charcadet (Reverse Holo);012 - Armarouge;012 - Armarouge (Reverse Holo);013 - Goldeen;013 - Goldeen (Reverse Holo);014 - Seaking;014 - Seaking (Reverse Holo);015 - Wailmer;015 - Wailmer (Reverse Holo);016 - Wailord ex (Holo);017 - Relicanth;017 - Relicanth (Reverse Holo);018 - Popplio;018 - Popplio (Reverse Holo);019 - Brionne;019 - Brionne (Reverse Holo);020 - Primarina;020 - Primarina (Reverse Holo);021 - Finizen;021 - Finizen (Reverse Holo);022 - Palafin;022 - Palafin (Reverse Holo);023 - Electrike;023 - Electrike (Reverse Holo);024 - Manectric;024 - Manectric (Reverse Holo);025 - Charjabug;025 - Charjabug (Reverse Holo);026 - Vikavolt;026 - Vikavolt (Reverse Holo);027 - Mega Zeraora ex (Holo);028 - Miraidon;028 - Miraidon (Reverse Holo);029 - Slowpoke;029 - Slowpoke (Reverse Holo);030 - Slowbro;030 - Slowbro (Reverse Holo);031 - Mega Slowbro ex (Holo);032 - Jynx;032 - Jynx (Reverse Holo);033 - Shuppet;033 - Shuppet (Reverse Holo);034 - Banette;034 - Banette (Reverse Holo);035 - Spiritomb;035 - Spiritomb (Reverse Holo);036 - Litwick;036 - Litwick (Reverse Holo);037 - Lampent;037 - Lampent (Reverse Holo);038 - Mega Chandelure ex (Holo);039 - Dhelmise;039 - Dhelmise (Reverse Holo);040 - Marshadow;040 - Marshadow (Reverse Holo);041 - Annihilape;041 - Annihilape (Reverse Holo);042 - Mankey;042 - Mankey (Reverse Holo);043 - Primeape;043 - Primeape (Reverse Holo);044 - Cranidos;044 - Cranidos (Reverse Holo);045 - Rampardos ex (Holo);046 - Drilbur;046 - Drilbur (Reverse Holo);047 - Koraidon;047 - Koraidon (Reverse Holo);048 - Mega Darkrai ex (Holo);049 - Vullaby;049 - Vullaby (Reverse Holo);050 - Mandibuzz;050 - Mandibuzz (Reverse Holo);051 - Inkay;051 - Inkay (Reverse Holo);052 - Malamar;052 - Malamar (Reverse Holo);053 - Nickit;053 - Nickit (Reverse Holo);054 - Thievul;054 - Thievul (Reverse Holo);055 - Morpeko ex (Holo);056 - Zarude;056 - Zarude (Reverse Holo);057 - Maschiff;057 - Maschiff (Reverse Holo);058 - Mabosstiff;058 - Mabosstiff (Reverse Holo);059 - Chi-Yu;059 - Chi-Yu (Reverse Holo);060 - Skarmory;060 - Skarmory (Reverse Holo);061 - Shieldon;061 - Shieldon (Reverse Holo);062 - Bastiodon;062 - Bastiodon (Reverse Holo);063 - Bronzor;063 - Bronzor (Reverse Holo);064 - Bronzong;064 - Bronzong (Reverse Holo);065 - Mega Excadrill ex (Holo);066 - Pikipek;066 - Pikipek (Reverse Holo);067 - Trumbeak;067 - Trumbeak (Reverse Holo);068 - Toucannon;068 - Toucannon (Reverse Holo);069 - Type: Null;069 - Type: Null (Reverse Holo);070 - Silvally;070 - Silvally (Reverse Holo);071 - Bombirdier;071 - Bombirdier (Reverse Holo);072 - Antique Armor Fossil;072 - Antique Armor Fossil (Reverse Holo);073 - Antique Skull Fossil;073 - Antique Skull Fossil (Reverse Holo);074 - Backtrack Badge;074 - Backtrack Badge (Reverse Holo);075 - Dark Bell;075 - Dark Bell (Reverse Holo);076 - Fossil Quarry;076 - Fossil Quarry (Reverse Holo);077 - Gladion's Final Battle;077 - Gladion's Final Battle (Reverse Holo);078 - Gwynn;078 - Gwynn (Reverse Holo);079 - Jett;079 - Jett (Reverse Holo);080 - Misty's Vitality;080 - Misty's Vitality (Reverse Holo);081 - Rust Syndicate Grunt;081 - Rust Syndicate Grunt (Reverse Holo);082 - Tremendous Bomb;082 - Tremendous Bomb (Reverse Holo);083 - Shadowy Darkness Energy;083 - Shadowy Darkness Energy (Reverse Holo);084 - Voltaic Lightning Energy;084 - Voltaic Lightning Energy (Reverse Holo);085 - Fomantis (Holo);086 - Armarouge (Holo);087 - Goldeen (Holo);088 - Primarina (Holo);089 - Manectric (Holo);090 - Slowbro (Holo);091 - Dhelmise (Holo);092 - Thievul (Holo);093 - Bastiodon (Holo);094 - Toucannon (Holo);095 - Silvally (Holo);096 - Lurantis ex (Holo);097 - Wailord ex (Holo);098 - Mega Zeraora ex (Holo);099 - Mega Chandelure ex (Holo);100 - Rampardos ex (Holo);101 - Mega Darkrai ex (Holo);102 - Morpeko ex (Holo);103 - Mega Excadrill ex (Holo);104 - Brave Bangle (Holo);105 - Crushing Hammer (Holo);106 - Dark Bell (Holo);107 - Energy Switch (Holo);108 - Gladion's Final Battle (Holo);109 - Gwynn (Holo);110 - Iron Defender (Holo);111 - Misty's Vitality (Holo);112 - Rust Syndicate Grunt (Holo);113 - Tremendous Bomb (Holo);114 - Mega Zeraora ex (Holo);115 - Mega Chandelure ex (Holo);116 - Mega Darkrai ex (Holo);117 - Morpeko ex (Holo);118 - Gladion's Final Battle (Holo);119 - Gwynn (Holo);120 - Mega Darkrai ex;120 - Mega Darkrai ex (Reverse Holo),,183454,"Pokemon TCG Pitch Black Bulk Singles - C, RH, HR",,me5,4000,Near Mint or Better: -(ID: 400010),Near Mint or Better:,Pokémon TCG,,https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/refs/heads/main/pitch-black-cover.png,{Perfect Order}Thanks for viewing my listing!,FixedPrice,GTC,,,,,,FREE POSTAGE,Pitch Black,,,,Pokemon,,,The Pokémon Company,No,,Standard,,English,,Australia,Australia,6+,,,,,,,,,,,,,,Card Stock,2830,0,1,,,,kg,,,,,,BUY IT NOW,30 DAY RETURN BP,AUS
Add,Variation,Card=012 - Armarouge (Reverse Holo);,,,,,ME5-012-RH,,,,,,012 - Armarouge (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-012-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=013 - Goldeen;,,,,,ME5-013-N,,,,,,013 - Goldeen=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-013.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=013 - Goldeen (Reverse Holo);,,,,,ME5-013-RH,,,,,,013 - Goldeen (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-013-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=014 - Seaking;,,,,,ME5-014-N,,,,,,014 - Seaking=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-014.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=014 - Seaking (Reverse Holo);,,,,,ME5-014-RH,,,,,,014 - Seaking (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-014-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=015 - Wailmer;,,,,,ME5-015-N,,,,,,015 - Wailmer=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-015.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=015 - Wailmer (Reverse Holo);,,,,,ME5-015-RH,,,,,,015 - Wailmer (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-015-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=016 - Wailord ex (Holo);,,,,,ME5-016-H,,,,,,016 - Wailord ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-016-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=017 - Relicanth;,,,,,ME5-017-N,,,,,,017 - Relicanth=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-017.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=017 - Relicanth (Reverse Holo);,,,,,ME5-017-RH,,,,,,017 - Relicanth (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-017-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=018 - Popplio;,,,,,ME5-018-N,,,,,,018 - Popplio=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-018.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=018 - Popplio (Reverse Holo);,,,,,ME5-018-RH,,,,,,018 - Popplio (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-018-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=019 - Brionne;,,,,,ME5-019-N,,,,,,019 - Brionne=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-019.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=019 - Brionne (Reverse Holo);,,,,,ME5-019-RH,,,,,,019 - Brionne (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-019-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=020 - Primarina;,,,,,ME5-020-N,,,,,,020 - Primarina=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-020.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=020 - Primarina (Reverse Holo);,,,,,ME5-020-RH,,,,,,020 - Primarina (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-020-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=021 - Finizen;,,,,,ME5-021-N,,,,,,021 - Finizen=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-021.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=021 - Finizen (Reverse Holo);,,,,,ME5-021-RH,,,,,,021 - Finizen (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-021-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=022 - Palafin;,,,,,ME5-022-N,,,,,,022 - Palafin=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-022.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=022 - Palafin (Reverse Holo);,,,,,ME5-022-RH,,,,,,022 - Palafin (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-022-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=023 - Electrike;,,,,,ME5-023-N,,,,,,023 - Electrike=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-023.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=023 - Electrike (Reverse Holo);,,,,,ME5-023-RH,,,,,,023 - Electrike (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-023-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=024 - Manectric;,,,,,ME5-024-N,,,,,,024 - Manectric=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-024.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=024 - Manectric (Reverse Holo);,,,,,ME5-024-RH,,,,,,024 - Manectric (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-024-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=025 - Charjabug;,,,,,ME5-025-N,,,,,,025 - Charjabug=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-025.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=025 - Charjabug (Reverse Holo);,,,,,ME5-025-RH,,,,,,025 - Charjabug (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-025-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=026 - Vikavolt;,,,,,ME5-026-N,,,,,,026 - Vikavolt=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-026.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=026 - Vikavolt (Reverse Holo);,,,,,ME5-026-RH,,,,,,026 - Vikavolt (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-026-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=027 - Mega Zeraora ex (Holo);,,,,,ME5-027-H,,,,,,027 - Mega Zeraora ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-027-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=028 - Miraidon;,,,,,ME5-028-N,,,,,,028 - Miraidon=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-028.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=028 - Miraidon (Reverse Holo);,,,,,ME5-028-RH,,,,,,028 - Miraidon (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-028-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=029 - Slowpoke;,,,,,ME5-029-N,,,,,,029 - Slowpoke=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-029.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=029 - Slowpoke (Reverse Holo);,,,,,ME5-029-RH,,,,,,029 - Slowpoke (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-029-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=030 - Slowbro;,,,,,ME5-030-N,,,,,,030 - Slowbro=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-030.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=030 - Slowbro (Reverse Holo);,,,,,ME5-030-RH,,,,,,030 - Slowbro (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-030-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=031 - Mega Slowbro ex (Holo);,,,,,ME5-031-H,,,,,,031 - Mega Slowbro ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-031-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=032 - Jynx;,,,,,ME5-032-N,,,,,,032 - Jynx=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-032.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=032 - Jynx (Reverse Holo);,,,,,ME5-032-RH,,,,,,032 - Jynx (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-032-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=033 - Shuppet;,,,,,ME5-033-N,,,,,,033 - Shuppet=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-033.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=033 - Shuppet (Reverse Holo);,,,,,ME5-033-RH,,,,,,033 - Shuppet (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-033-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=034 - Banette;,,,,,ME5-034-N,,,,,,034 - Banette=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-034.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=034 - Banette (Reverse Holo);,,,,,ME5-034-RH,,,,,,034 - Banette (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-034-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=035 - Spiritomb;,,,,,ME5-035-N,,,,,,035 - Spiritomb=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-035.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=035 - Spiritomb (Reverse Holo);,,,,,ME5-035-RH,,,,,,035 - Spiritomb (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-035-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=036 - Litwick;,,,,,ME5-036-N,,,,,,036 - Litwick=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-036.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=036 - Litwick (Reverse Holo);,,,,,ME5-036-RH,,,,,,036 - Litwick (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-036-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=037 - Lampent;,,,,,ME5-037-N,,,,,,037 - Lampent=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-037.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=037 - Lampent (Reverse Holo);,,,,,ME5-037-RH,,,,,,037 - Lampent (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-037-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=038 - Mega Chandelure ex (Holo);,,,,,ME5-038-H,,,,,,038 - Mega Chandelure ex (Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-038-H.png,,,,,5.99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=039 - Dhelmise;,,,,,ME5-039-N,,,,,,039 - Dhelmise=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-039.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=039 - Dhelmise (Reverse Holo);,,,,,ME5-039-RH,,,,,,039 - Dhelmise (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-039-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=040 - Marshadow;,,,,,ME5-040-N,,,,,,040 - Marshadow=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-040.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=040 - Marshadow (Reverse Holo);,,,,,ME5-040-RH,,,,,,040 - Marshadow (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-040-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=041 - Annihilape;,,,,,ME5-041-N,,,,,,041 - Annihilape=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-041.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=041 - Annihilape (Reverse Holo);,,,,,ME5-041-RH,,,,,,041 - Annihilape (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-041-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=042 - Mankey;,,,,,ME5-042-N,,,,,,042 - Mankey=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-042.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=042 - Mankey (Reverse Holo);,,,,,ME5-042-RH,,,,,,042 - Mankey (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-042-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=043 - Primeape;,,,,,ME5-043-N,,,,,,043 - Primeape=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-043.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=043 - Primeape (Reverse Holo);,,,,,ME5-043-RH,,,,,,043 - Primeape (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-043-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=044 - Cranidos;,,,,,ME5-044-N,,,,,,044 - Cranidos=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-044.png,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,Variation,Card=044 - Cranidos (Reverse Holo);,,,,,ME5-044-RH,,,,,,044 - Cranidos (Reverse Holo)=https://raw.githubusercontent.com/OPER8TOR-SHADOW/ops-ebay-images/main/cards/ME5/ME5-044-RH.png,,,,,1.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
